country_code,year,gdp_growth,unemployment_rate,inflation_rate,trade_balance,foreign_direct_investment,gdp_per_capita,source,gdp_growth_filter,unemployment_rate_filter,inflation_rate_filter,average_gdp_growth,total_trade_balance,gdp_growth_rate_percentage,gdp_per_capita_growth,indicator_code,life_expectancy,maternal_mortality,healthcare_expenditure,infant_mortality,disease_burden,life_expectancy_filter,maternal_mortality_filter,healthcare_expenditure_filter,average_life_expectancy,total_healthcare_expenditure,under5_mortality_per_1k,maternal_mortality_ratio,physicians_per_1k,hospital_beds_per_10k,suicide_rate_per_100k,literacy_rate,enrollment_primary,enrollment_secondary,enrollment_tertiary,government_expenditure_pct_gdp,literacy_rate_filter,school_enrollment_rate,education_expenditure,education_expenditure_filter,average_literacy_rate,total_education_expenditure,teacher_student_ratio,teacher_student_ratio_metric,primary_completion_rate,gender_parity_in_education,co2_emissions,renewable_energy_usage,forest_area_pct,energy_use_kg_oil_pc,co2_emissions_filter,renewable_energy_usage_filter,energy_use_filter,total_co2_emissions,renewable_energy_percentage,deforestation_rate,average_deforestation_rate,water_usage,pm25,electric_power_kwh_pc,freshwater_withdrawal_pct,population_total,population_growth,fertility_rate,age_dependency_ratio,gini_index,poverty_rate,homicide_rate,child_labor,stunting_rate,immunization_dpt,internet_usage,mobile_subscriptions,scientific_articles,patent_applications,research_expenditure,broadband_subscriptions,innovation_index,trade_percentage_of_gdp,ip_payments,high_tech_exports,trade_balance_goods,trade_balance_services,exports_of_goods_services
X16,2019,3.69,2.24,0.6,0.1,109760000000.0,50499.73,mock_data,High,Low,Low,2.952,0.30000000000000004,3.69,-1.63,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X16,2020,1.15,12.61,6.24,-7.48,60340000000.0,17570.63,mock_data,Medium,High,High,0.9199999999999999,-22.44,1.15,3.38,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X16,2021,4.09,9.52,3.03,-8.91,11120000000.0,12294.45,mock_data,High,Medium,Medium,3.2720000000000002,-26.73,4.09,5.1,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X16,2022,4.82,11.65,2.65,12.59,890000000.0,11767.23,mock_data,High,High,Low,3.8560000000000003,37.769999999999996,4.82,-2.78,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X16,2023,5.17,4.09,9.6,-6.74,118530000000.0,54642.16,mock_data,High,Low,High,4.136,-20.22,5.17,1.11,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2010,3.98,14.12,5.61,13.62,22390000000.0,6562.34,mock_data,High,High,Medium,3.184,40.86,3.98,5.4,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2011,5.69,6.56,10.6,12.27,85610000000.0,12778.9,mock_data,High,Medium,High,4.5520000000000005,36.81,5.69,1.06,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2012,-0.8,11.62,2.33,-7.46,70420000000.0,60775.1,mock_data,Low,High,Low,-0.6400000000000001,-22.38,-0.8,-1.51,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2013,0.73,7.4,3.45,3.31,26600000000.0,45349.07,mock_data,Medium,Medium,Medium,0.584,9.93,0.73,2.71,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2014,0.63,5.0,9.39,-9.7,85150000000.0,56478.69,mock_data,Medium,Low,High,0.504,-29.099999999999998,0.63,4.8,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2015,-1.5,9.62,7.05,5.99,48980000000.0,13010.55,mock_data,Low,Medium,High,-1.2000000000000002,17.97,-1.5,-2.2,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2016,3.94,9.31,10.64,-2.12,27190000000.0,49653.0,mock_data,High,Medium,High,3.152,-6.36,3.94,5.03,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2017,5.83,12.53,6.17,-2.09,44000000000.0,68519.6,mock_data,High,High,High,4.664000000000001,-6.27,5.83,-2.25,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2018,-0.65,8.15,9.57,-8.22,30860000000.0,11655.65,mock_data,Low,Medium,High,-0.52,-24.660000000000004,-0.65,0.12,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2019,3.52,14.08,2.39,-9.27,28390000000.0,9665.18,mock_data,High,High,Low,2.8160000000000003,-27.81,3.52,2.53,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2020,-0.29,14.06,1.9,2.34,1210000000.0,22197.46,mock_data,Low,High,Low,-0.23199999999999998,7.02,-0.29,3.39,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2021,1.31,10.31,3.42,12.9,66930000000.00001,24063.23,mock_data,Medium,High,Medium,1.048,38.7,1.31,5.4,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2022,3.55,11.7,1.83,-4.31,55880000000.0,43180.37,mock_data,High,High,Low,2.84,-12.93,3.55,3.84,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2023,7.34,7.61,0.39,9.72,50310000000.0,43719.46,mock_data,High,Medium,Low,5.872,29.160000000000004,7.34,1.22,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2010,-0.4,13.94,1.81,-7.58,34490000000.0,1824.03,mock_data,Low,High,Low,-0.32000000000000006,-22.740000000000002,-0.4,3.02,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2011,7.61,11.62,8.09,9.14,53510000000.0,67246.47,mock_data,High,High,High,6.088000000000001,27.42,7.61,-0.44,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2012,2.06,8.0,8.79,2.24,26900000000.0,55724.01,mock_data,Medium,Medium,High,1.6480000000000001,6.720000000000001,2.06,0.84,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2013,-0.09,8.73,11.12,-9.18,15610000000.0,57527.55,mock_data,Low,Medium,High,-0.072,-27.54,-0.09,-2.58,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2014,4.45,11.46,10.54,10.34,118250000000.0,55162.46,mock_data,High,High,High,3.5600000000000005,31.02,4.45,4.38,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2015,0.54,13.74,9.97,-9.87,79970000000.0,9858.0,mock_data,Medium,High,High,0.43200000000000005,-29.61,0.54,3.99,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2016,2.69,10.33,4.22,14.57,122440000000.0,26481.59,mock_data,Medium,High,Medium,2.152,43.71,2.69,-1.27,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2017,1.62,8.02,10.2,13.63,57410000000.0,35372.76,mock_data,Medium,Medium,High,1.2960000000000003,40.89,1.62,-2.57,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2018,6.6,8.12,3.63,13.77,25450000000.0,69216.78,mock_data,High,Medium,Medium,5.28,41.31,6.6,-0.59,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2019,4.75,14.29,2.44,-3.24,122900000000.0,30795.45,mock_data,High,High,Low,3.8000000000000003,-9.72,4.75,-2.35,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2020,7.2,10.92,8.96,-0.77,62040000000.0,30653.65,mock_data,High,High,High,5.760000000000001,-2.31,7.2,4.43,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2021,7.98,8.82,2.19,12.81,66920000000.0,28490.27,mock_data,High,Medium,Low,6.384,38.43,7.98,2.35,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2022,6.25,4.17,9.15,4.21,56370000000.0,62023.48,mock_data,High,Low,High,5.0,12.629999999999999,6.25,5.37,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2023,3.61,11.26,0.67,3.73,12790000000.0,37401.51,mock_data,High,High,Low,2.888,11.19,3.61,1.64,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2010,-0.4,2.93,6.4,-3.27,21940000000.0,60446.41,mock_data,Low,Low,High,-0.32000000000000006,-9.81,-0.4,2.16,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2011,1.21,2.7,2.06,0.42,79420000000.0,42168.82,mock_data,Medium,Low,Low,0.968,1.26,1.21,-0.07,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2012,4.59,5.8,11.06,-5.06,129289999999.99998,60830.12,mock_data,High,Medium,High,3.672,-15.18,4.59,5.6,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2013,3.61,4.37,0.65,7.88,20120000000.0,49697.45,mock_data,High,Low,Low,2.888,23.64,3.61,-0.27,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2014,0.91,14.33,4.32,10.3,131000000000.0,3585.2,mock_data,Medium,High,Medium,0.7280000000000001,30.900000000000002,0.91,-0.91,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2015,6.03,5.64,4.37,-6.61,45080000000.0,45293.79,mock_data,High,Medium,Medium,4.824000000000001,-19.830000000000002,6.03,3.13,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2016,7.34,11.33,7.21,-0.81,111530000000.0,28564.95,mock_data,High,High,High,5.872,-2.43,7.34,0.33,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2017,3.64,11.45,4.19,-2.54,6770000000.0,29582.51,mock_data,High,High,Medium,2.9120000000000004,-7.62,3.64,4.15,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2018,-1.69,13.89,3.78,-1.98,128680000000.0,18956.54,mock_data,Low,High,Medium,-1.352,-5.9399999999999995,-1.69,6.97,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2019,4.18,6.88,4.65,12.27,60770000000.0,29125.14,mock_data,High,Medium,Medium,3.344,36.81,4.18,-1.88,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2020,1.91,3.7,5.11,-2.94,17300000000.0,37712.33,mock_data,Medium,Low,Medium,1.528,-8.82,1.91,0.75,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2021,3.77,9.78,9.83,1.93,23350000000.0,6252.41,mock_data,High,Medium,High,3.016,5.79,3.77,0.81,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2022,3.7,9.58,7.01,-9.51,10210000000.0,51583.76,mock_data,High,Medium,High,2.9600000000000004,-28.53,3.7,3.33,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2023,-1.24,8.13,0.54,10.6,112980000000.0,59729.36,mock_data,Low,Medium,Low,-0.992,31.799999999999997,-1.24,5.97,ECON_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2010,,,,,,,mock_data,,,,,,,,HLTH_MOCK,70.65,88.3,4.93,14.34,215.21,Medium,Medium,Low,68.65,14.79,17.21,88.3,3.22,59.53,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2011,,,,,,,mock_data,,,,,,,,HLTH_MOCK,62.88,201.28,9.36,16.1,292.98,Low,High,Medium,60.88,28.08,19.32,201.28,0.51,76.3,19.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2012,,,,,,,mock_data,,,,,,,,HLTH_MOCK,75.83,184.94,12.05,19.78,381.72,Medium,High,High,73.83,36.150000000000006,23.74,184.94,3.07,71.1,15.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2013,,,,,,,mock_data,,,,,,,,HLTH_MOCK,71.85,216.77,16.59,18.55,205.47,Medium,High,High,69.85,49.769999999999996,22.26,216.77,1.04,32.11,20.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2014,,,,,,,mock_data,,,,,,,,HLTH_MOCK,60.1,107.22,12.72,36.27,488.3,Low,High,High,58.1,38.160000000000004,43.52,107.22,2.34,50.84,23.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2015,,,,,,,mock_data,,,,,,,,HLTH_MOCK,67.57,129.51,17.44,3.43,489.86,Low,High,High,65.57,52.32000000000001,4.12,129.51,2.86,33.27,15.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2016,,,,,,,mock_data,,,,,,,,HLTH_MOCK,83.99,265.02,15.12,29.49,337.89,High,High,High,81.99,45.36,35.39,265.02,4.1,59.92,15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2017,,,,,,,mock_data,,,,,,,,HLTH_MOCK,67.2,162.23,17.02,39.44,230.45,Low,High,High,65.2,51.06,47.33,162.23,4.62,38.92,12.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2018,,,,,,,mock_data,,,,,,,,HLTH_MOCK,81.61,128.27,12.62,17.31,178.14,High,High,High,79.61,37.86,20.77,128.27,4.67,37.28,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2019,,,,,,,mock_data,,,,,,,,HLTH_MOCK,77.02,171.72,10.15,26.55,406.87,Medium,High,High,75.02,30.450000000000003,31.86,171.72,1.47,60.15,15.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2020,,,,,,,mock_data,,,,,,,,HLTH_MOCK,81.86,105.03,8.3,30.29,389.15,High,High,Medium,79.86,24.900000000000002,36.35,105.03,2.1,46.22,19.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2021,,,,,,,mock_data,,,,,,,,HLTH_MOCK,73.83,91.43,11.39,32.08,334.97,Medium,Medium,High,71.83,34.17,38.5,91.43,1.39,33.83,11.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2022,,,,,,,mock_data,,,,,,,,HLTH_MOCK,81.69,32.05,10.78,9.49,369.22,High,Medium,High,79.69,32.339999999999996,11.39,32.05,3.72,65.62,11.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2023,,,,,,,mock_data,,,,,,,,HLTH_MOCK,81.69,17.7,7.15,22.54,222.31,High,Low,Medium,79.69,21.450000000000003,27.05,17.7,3.0,39.3,24.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2010,,,,,,,mock_data,,,,,,,,HLTH_MOCK,69.14,91.18,7.24,26.85,383.09,Low,Medium,Medium,67.14,21.72,32.22,91.18,1.89,57.2,22.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2011,,,,,,,mock_data,,,,,,,,HLTH_MOCK,71.42,298.43,11.19,20.59,358.38,Medium,High,High,69.42,33.57,24.71,298.43,2.2,18.48,23.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2012,,,,,,,mock_data,,,,,,,,HLTH_MOCK,68.42,146.77,15.71,25.7,362.45,Low,High,High,66.42,47.13,30.84,146.77,1.75,26.34,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2013,,,,,,,mock_data,,,,,,,,HLTH_MOCK,65.08,246.08,10.38,22.05,105.84,Low,High,High,63.08,31.14,26.46,246.08,1.09,47.14,13.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2014,,,,,,,mock_data,,,,,,,,HLTH_MOCK,81.47,244.72,8.97,36.76,289.53,High,High,Medium,79.47,26.910000000000004,44.11,244.72,3.56,19.76,11.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2015,,,,,,,mock_data,,,,,,,,HLTH_MOCK,70.07,130.04,4.83,10.09,186.75,Medium,High,Low,68.07,14.49,12.11,130.04,1.89,20.73,18.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2016,,,,,,,mock_data,,,,,,,,HLTH_MOCK,81.84,175.49,7.3,34.86,302.59,High,High,Medium,79.84,21.9,41.83,175.49,2.17,22.97,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2017,,,,,,,mock_data,,,,,,,,HLTH_MOCK,65.01,168.53,4.47,35.37,114.02,Low,High,Low,63.010000000000005,13.41,42.44,168.53,4.13,37.07,11.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2018,,,,,,,mock_data,,,,,,,,HLTH_MOCK,73.22,196.39,13.87,8.6,268.81,Medium,High,High,71.22,41.61,10.32,196.39,2.61,64.72,16.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2019,,,,,,,mock_data,,,,,,,,HLTH_MOCK,67.63,54.27,13.98,32.36,410.3,Low,Medium,High,65.63,41.94,38.83,54.27,4.93,77.67,20.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2020,,,,,,,mock_data,,,,,,,,HLTH_MOCK,69.59,240.4,4.5,36.69,367.48,Low,High,Low,67.59,13.5,44.03,240.4,4.91,57.04,20.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2021,,,,,,,mock_data,,,,,,,,HLTH_MOCK,61.18,98.55,3.98,5.91,206.77,Low,Medium,Low,59.18,11.94,7.09,98.55,1.81,75.48,22.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2022,,,,,,,mock_data,,,,,,,,HLTH_MOCK,74.71,115.03,6.87,4.3,498.2,Medium,High,Medium,72.71,20.61,5.16,115.03,2.35,42.0,16.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2023,,,,,,,mock_data,,,,,,,,HLTH_MOCK,63.89,148.62,8.3,38.06,103.79,Low,High,Medium,61.89,24.900000000000002,45.67,148.62,2.01,51.55,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,2010,,,,,,,mock_data,,,,,,,,HLTH_MOCK,61.64,102.1,12.11,38.95,465.12,Low,High,High,59.64,36.33,46.74,102.1,4.71,45.27,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,2011,,,,,,,mock_data,,,,,,,,HLTH_MOCK,70.22,163.31,13.35,5.62,196.03,Medium,High,High,68.22,40.05,6.74,163.31,3.72,70.89,10.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,2012,,,,,,,mock_data,,,,,,,,HLTH_MOCK,68.2,249.21,6.82,15.38,268.23,Low,High,Medium,66.2,20.46,18.46,249.21,3.13,48.46,14.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,2013,,,,,,,mock_data,,,,,,,,HLTH_MOCK,77.47,288.71,15.93,31.32,342.87,Medium,High,High,75.47,47.79,37.58,288.71,1.95,55.15,22.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,2014,,,,,,,mock_data,,,,,,,,HLTH_MOCK,63.65,95.75,4.29,4.89,129.88,Low,Medium,Low,61.65,12.870000000000001,5.87,95.75,2.01,25.6,11.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,2015,,,,,,,mock_data,,,,,,,,HLTH_MOCK,71.38,90.67,15.96,13.58,261.0,Medium,Medium,High,69.38,47.88,16.3,90.67,4.55,12.36,11.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,2016,,,,,,,mock_data,,,,,,,,HLTH_MOCK,70.81,29.26,13.94,26.34,490.2,Medium,Medium,High,68.81,41.82,31.61,29.26,3.54,57.49,14.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,2017,,,,,,,mock_data,,,,,,,,HLTH_MOCK,74.42,289.98,14.03,3.48,341.05,Medium,High,High,72.42,42.089999999999996,4.18,289.98,2.29,34.52,10.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,2018,,,,,,,mock_data,,,,,,,,HLTH_MOCK,76.89,100.36,15.64,25.68,493.17,Medium,High,High,74.89,46.92,30.82,100.36,3.86,40.56,18.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,2019,,,,,,,mock_data,,,,,,,,HLTH_MOCK,60.51,185.66,14.7,26.33,495.97,Low,High,High,58.51,44.099999999999994,31.6,185.66,4.97,71.35,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,2020,,,,,,,mock_data,,,,,,,,HLTH_MOCK,81.21,291.73,10.94,36.78,299.06,High,High,High,79.21,32.82,44.14,291.73,3.35,74.47,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,2021,,,,,,,mock_data,,,,,,,,HLTH_MOCK,67.56,200.74,7.32,26.86,314.48,Low,High,Medium,65.56,21.96,32.23,200.74,3.79,21.71,13.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,2022,,,,,,,mock_data,,,,,,,,HLTH_MOCK,81.17,277.37,14.62,36.73,227.76,High,High,High,79.17,43.86,44.08,277.37,0.53,70.37,22.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,2023,,,,,,,mock_data,,,,,,,,HLTH_MOCK,75.06,76.75,6.91,7.91,137.41,Medium,Medium,Medium,73.06,20.73,9.49,76.75,2.05,54.39,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,2010,,,,,,,mock_data,,,,,,,,HLTH_MOCK,75.81,219.73,5.87,21.82,190.93,Medium,High,Medium,73.81,17.61,26.18,219.73,1.99,56.1,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,2011,,,,,,,mock_data,,,,,,,,HLTH_MOCK,67.18,117.22,17.31,30.13,298.51,Low,High,High,65.18,51.92999999999999,36.16,117.22,0.68,17.66,16.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
