country_code,year,population_total,population_growth,fertility_rate,age_dependency_ratio,gini_index,poverty_rate,homicide_rate,child_labor,stunting_rate,immunization_dpt,source,indicator_code
X14,2023,870054597.0,1.21,3.47,32.93,53.71,32.96,17.4,7.54,8.69,95.22,mock_data,SOCDEM_MOCK
X15,2010,1052839503.0,1.49,4.0,64.95,34.9,30.01,8.49,7.79,5.97,67.1,mock_data,SOCDEM_MOCK
X15,2011,121693970.0,0.45,3.46,59.92,52.58,16.33,9.07,17.37,10.5,63.48,mock_data,SOCDEM_MOCK
X15,2012,504066119.0,2.44,3.49,67.4,55.2,28.3,9.22,9.17,9.87,98.1,mock_data,SOCDEM_MOCK
X15,2013,1110734529.0,0.08,2.85,41.07,54.05,13.73,22.4,2.27,6.88,72.07,mock_data,SOCDEM_MOCK
X15,2014,322147593.0,1.07,2.51,79.86,40.28,32.0,21.01,19.84,18.2,92.66,mock_data,SOCDEM_MOCK
X15,2015,986482611.0,0.34,3.08,58.65,63.16,23.84,22.35,6.49,20.5,97.49,mock_data,SOCDEM_MOCK
X15,2016,647112540.0,1.88,1.52,69.45,49.07,27.1,12.98,4.6,7.42,91.07,mock_data,SOCDEM_MOCK
X15,2017,1179764937.0,0.33,4.45,32.22,25.75,17.19,18.34,5.54,25.76,50.06,mock_data,SOCDEM_MOCK
X15,2018,1063601884.0,0.81,3.27,48.98,38.78,33.76,21.1,2.15,22.23,74.46,mock_data,SOCDEM_MOCK
X15,2019,1059470247.0,0.51,3.1,23.6,34.07,25.45,1.29,13.01,16.77,50.89,mock_data,SOCDEM_MOCK
X15,2020,1158756007.0,1.35,1.89,51.94,61.01,37.09,16.06,6.81,28.43,63.45,mock_data,SOCDEM_MOCK
X15,2021,341769935.0,0.42,4.36,27.37,36.13,27.53,7.16,12.84,18.27,93.23,mock_data,SOCDEM_MOCK
X15,2022,333672833.0,0.4,1.45,46.24,60.7,15.02,24.64,19.52,6.88,75.57,mock_data,SOCDEM_MOCK
X15,2023,281302817.0,0.68,4.33,53.21,52.62,27.16,7.6,12.34,24.57,73.81,mock_data,SOCDEM_MOCK
X16,2010,307094698.0,1.44,4.01,37.43,57.68,23.99,4.41,9.07,20.88,86.42,mock_data,SOCDEM_MOCK
X16,2011,503860395.0,1.35,1.92,56.78,48.53,9.02,8.04,17.96,27.2,82.37,mock_data,SOCDEM_MOCK
X16,2012,747800578.0,0.79,3.84,29.24,27.26,6.88,24.45,5.38,15.52,53.15,mock_data,SOCDEM_MOCK
X16,2013,469832434.0,2.25,2.79,61.54,57.13,7.54,12.93,7.27,29.22,59.51,mock_data,SOCDEM_MOCK
X16,2014,1306658970.0,1.8,3.0,47.7,59.63,9.37,12.38,4.97,2.67,59.31,mock_data,SOCDEM_MOCK
X16,2015,317324444.0,0.36,4.95,63.63,42.18,6.04,19.42,6.88,29.93,79.89,mock_data,SOCDEM_MOCK
X16,2016,1421765346.0,-0.49,2.9,20.61,52.99,28.79,5.64,16.06,7.31,61.99,mock_data,SOCDEM_MOCK
X16,2017,118826672.0,1.39,1.67,71.64,46.87,30.67,24.97,13.53,10.75,56.1,mock_data,SOCDEM_MOCK
X16,2018,42022708.0,-0.31,4.15,64.93,44.77,21.43,13.41,12.62,8.53,81.51,mock_data,SOCDEM_MOCK
X16,2019,1409666449.0,0.21,3.04,60.37,45.9,4.99,22.99,3.95,26.54,67.41,mock_data,SOCDEM_MOCK
X16,2020,1486741925.0,2.03,1.36,58.58,38.79,38.28,16.7,9.11,23.47,67.52,mock_data,SOCDEM_MOCK
X16,2021,339592954.0,0.36,1.64,55.95,46.86,15.98,6.24,13.43,7.3,89.87,mock_data,SOCDEM_MOCK
X16,2022,751247448.0,0.0,1.49,77.59,38.25,11.74,14.82,0.97,19.26,81.73,mock_data,SOCDEM_MOCK
X16,2023,1409291427.0,1.11,3.29,20.27,29.45,16.95,20.66,13.17,2.04,68.97,mock_data,SOCDEM_MOCK
X17,2010,696646496.0,1.03,4.5,69.94,30.15,17.04,14.41,15.31,25.99,87.94,mock_data,SOCDEM_MOCK
X17,2011,64943790.0,0.54,4.63,46.47,62.12,23.2,8.31,19.77,27.05,50.65,mock_data,SOCDEM_MOCK
X17,2012,1057137520.0,1.4,4.32,38.44,27.75,19.92,7.2,9.11,26.31,59.91,mock_data,SOCDEM_MOCK
X17,2013,450764371.0,1.25,1.78,69.4,36.44,23.11,3.75,8.94,26.0,89.75,mock_data,SOCDEM_MOCK
X17,2014,786479094.0,1.07,2.97,76.74,37.79,34.83,15.27,3.58,5.88,92.53,mock_data,SOCDEM_MOCK
X17,2015,870205955.0,2.47,1.63,57.35,44.8,19.58,23.28,8.25,2.15,59.02,mock_data,SOCDEM_MOCK
X17,2016,359565863.0,2.46,2.71,79.8,46.17,34.08,15.76,12.5,10.42,73.12,mock_data,SOCDEM_MOCK
X17,2017,295907305.0,2.45,4.91,54.38,33.58,24.45,19.37,3.85,27.77,93.04,mock_data,SOCDEM_MOCK
X17,2018,1470535535.0,0.75,2.68,26.75,62.05,27.41,19.81,2.06,7.49,73.53,mock_data,SOCDEM_MOCK
X17,2019,754745922.0,-0.41,3.18,20.71,54.56,5.96,21.44,9.75,27.8,97.85,mock_data,SOCDEM_MOCK
X17,2020,1014205647.0,1.22,4.71,36.52,53.39,35.34,10.31,5.34,21.4,68.83,mock_data,SOCDEM_MOCK
X17,2021,449353972.0,1.09,2.27,42.18,32.32,10.7,13.48,2.67,5.72,69.31,mock_data,SOCDEM_MOCK
X17,2022,1018520427.0,1.97,2.42,30.32,38.1,12.12,18.84,1.68,7.41,88.49,mock_data,SOCDEM_MOCK
X17,2023,221036562.0,1.18,3.53,54.15,54.41,6.41,21.76,11.42,5.07,81.51,mock_data,SOCDEM_MOCK
X18,2010,423467899.0,-0.34,2.39,65.69,56.89,38.09,17.54,17.83,6.3,61.17,mock_data,SOCDEM_MOCK
X18,2011,921723707.0,0.41,2.27,44.25,54.59,31.62,16.4,5.26,4.1,93.83,mock_data,SOCDEM_MOCK
X18,2012,110969770.0,1.83,3.22,51.17,64.01,21.32,19.35,18.41,3.3,90.46,mock_data,SOCDEM_MOCK
X18,2013,889322320.0,2.48,1.49,33.73,31.4,6.69,22.3,1.5,9.08,71.86,mock_data,SOCDEM_MOCK
X18,2014,1364986650.0,0.57,2.17,45.12,57.51,22.01,20.43,10.96,18.84,96.08,mock_data,SOCDEM_MOCK
X18,2015,597011692.0,1.92,2.97,29.23,35.65,29.11,10.51,9.57,8.69,55.36,mock_data,SOCDEM_MOCK
X18,2016,557885545.0,2.42,4.51,29.64,54.22,8.01,16.67,4.62,3.09,83.08,mock_data,SOCDEM_MOCK
X18,2017,1051400892.0,1.86,1.28,34.15,41.2,7.32,19.27,6.48,12.06,59.49,mock_data,SOCDEM_MOCK
X18,2018,333169590.0,0.3,1.87,41.36,36.11,39.45,3.73,1.76,7.1,83.52,mock_data,SOCDEM_MOCK
X18,2019,398169843.0,1.47,2.92,68.81,64.46,17.24,20.31,7.34,3.49,67.31,mock_data,SOCDEM_MOCK
X18,2020,1095323288.0,1.21,3.59,53.78,62.3,40.0,23.93,6.48,14.43,89.36,mock_data,SOCDEM_MOCK
X18,2021,252355594.0,1.86,3.56,71.61,48.25,0.64,5.86,14.09,3.11,93.03,mock_data,SOCDEM_MOCK
X18,2022,745966991.0,-0.03,3.63,51.08,55.14,25.7,18.17,6.89,18.68,82.35,mock_data,SOCDEM_MOCK
X18,2023,321840613.0,2.2,4.1,50.75,36.37,31.33,5.08,10.82,26.63,91.22,mock_data,SOCDEM_MOCK
X19,2010,1118576790.0,2.34,4.81,53.33,62.15,36.33,24.2,3.86,18.96,97.04,mock_data,SOCDEM_MOCK
X19,2011,64802662.0,2.24,2.29,46.89,48.46,38.02,12.59,14.89,13.45,70.07,mock_data,SOCDEM_MOCK
X19,2012,1019130943.0,0.15,1.91,26.02,45.66,32.34,13.47,3.43,6.78,74.21,mock_data,SOCDEM_MOCK
X19,2013,1106951759.0,1.84,3.36,68.67,59.61,26.61,22.05,10.73,1.07,75.73,mock_data,SOCDEM_MOCK
X19,2014,1347511006.0,1.68,4.86,44.63,43.82,16.73,21.67,12.34,5.91,76.39,mock_data,SOCDEM_MOCK
X19,2015,470651080.0,1.31,3.46,45.52,30.33,37.66,10.94,2.76,6.98,79.21,mock_data,SOCDEM_MOCK
X19,2016,331739999.0,0.38,3.01,78.0,62.92,30.46,10.53,15.47,26.71,69.25,mock_data,SOCDEM_MOCK
X19,2017,72445668.0,0.23,3.93,22.55,39.09,3.34,4.22,11.44,18.89,55.42,mock_data,SOCDEM_MOCK
X19,2018,1261892408.0,1.29,2.92,27.97,41.2,5.14,9.86,12.7,28.24,56.4,mock_data,SOCDEM_MOCK
X19,2019,559175758.0,1.38,3.49,46.14,49.55,23.4,5.93,6.61,15.38,61.99,mock_data,SOCDEM_MOCK
X19,2020,25068749.0,1.5,3.92,68.05,57.38,3.88,4.41,17.84,17.46,73.74,mock_data,SOCDEM_MOCK
X19,2021,587710529.0,0.33,1.75,33.98,46.51,19.75,7.65,13.99,6.48,96.92,mock_data,SOCDEM_MOCK
X19,2022,1323850652.0,1.53,3.04,77.27,44.41,18.3,12.23,16.48,29.68,91.64,mock_data,SOCDEM_MOCK
X19,2023,900639306.0,0.23,2.12,69.21,47.7,12.51,15.5,14.5,27.43,86.64,mock_data,SOCDEM_MOCK
