country_code,year,co2_emissions,renewable_energy_usage,forest_area_pct,energy_use_kg_oil_pc,source,co2_emissions_filter,renewable_energy_usage_filter,energy_use_filter,total_co2_emissions,renewable_energy_percentage,deforestation_rate,average_deforestation_rate,water_usage,pm25,electric_power_kwh_pc,freshwater_withdrawal_pct,indicator_code
X12,2012,17.39,68.38,67.64,1803.31,mock_data,3,3,1,17390000.0,68.38,0.16,-1.03,681.74,42.59,12854.27,77.98,ENV_MOCK
X12,2013,9.64,12.76,44.87,9046.08,mock_data,2,1,3,9640000.0,12.76,0.37,-0.3,332.32,14.74,5130.65,62.18,ENV_MOCK
X12,2014,9.64,7.8,26.22,1471.43,mock_data,2,1,1,9640000.0,7.8,-1.15,-0.42,953.51,42.05,14203.37,68.49,ENV_MOCK
X12,2015,14.06,49.09,32.95,1243.64,mock_data,3,2,1,14060000.0,49.09,-0.26,0.11,180.13,38.22,3945.37,1.3,ENV_MOCK
X12,2016,17.35,44.83,16.46,7933.12,mock_data,3,2,3,17350000.0,44.83,0.61,-1.19,836.01,43.08,7471.73,47.18,ENV_MOCK
X12,2017,19.29,63.08,36.65,8330.54,mock_data,3,3,3,19290000.0,63.08,0.8,-0.65,654.44,11.9,14179.9,89.38,ENV_MOCK
X12,2018,12.07,54.6,27.37,4965.12,mock_data,3,3,2,12070000.0,54.6,0.88,0.18,952.27,15.66,5164.0,95.47,ENV_MOCK
X12,2019,3.12,52.07,67.66,1042.45,mock_data,1,3,1,3120000.0,52.07,-0.8,-1.26,442.13,50.22,7906.02,58.53,ENV_MOCK
X12,2020,13.63,43.77,43.96,518.71,mock_data,3,2,1,13630000.0,43.77,-0.62,-0.86,670.74,10.25,9800.74,54.43,ENV_MOCK
X12,2021,19.6,70.83,62.53,660.46,mock_data,3,3,1,19600000.0,70.83,0.66,-0.53,524.08,51.92,2050.35,11.5,ENV_MOCK
X12,2022,13.63,19.7,33.89,7208.02,mock_data,3,1,3,13630000.0,19.7,-1.8,-1.08,417.39,52.12,13174.18,68.97,ENV_MOCK
X12,2023,9.92,21.96,38.35,2587.0,mock_data,2,2,2,9920000.0,21.96,-0.72,0.26,439.57,29.25,4437.11,33.45,ENV_MOCK
X13,2010,11.68,52.8,35.11,9486.91,mock_data,3,3,3,11680000.0,52.8,-1.88,-1.02,477.58,35.71,4749.68,50.97,ENV_MOCK
X13,2011,4.4,77.34,45.62,4621.92,mock_data,1,3,2,4400000.0,77.34,0.53,0.44,982.99,45.42,11395.93,43.31,ENV_MOCK
X13,2012,14.5,32.11,50.46,3308.89,mock_data,3,2,2,14500000.0,32.11,0.67,-0.64,326.63,5.47,3717.01,97.94,ENV_MOCK
X13,2013,1.69,10.11,69.05,4954.92,mock_data,1,1,2,1690000.0,10.11,-0.99,0.4,709.9,55.87,10262.57,45.52,ENV_MOCK
X13,2014,19.07,45.6,68.76,5752.63,mock_data,3,2,3,19070000.0,45.6,-0.55,0.23,879.55,38.16,836.17,95.81,ENV_MOCK
X13,2015,11.5,72.59,49.43,5664.31,mock_data,3,3,3,11500000.0,72.59,-1.94,-0.71,967.5,9.3,7889.75,58.21,ENV_MOCK
X13,2016,19.56,6.87,43.37,6503.87,mock_data,3,1,3,19560000.0,6.87,0.14,-1.39,878.87,13.46,2949.58,12.5,ENV_MOCK
X13,2017,15.83,52.3,34.55,5258.14,mock_data,3,3,3,15830000.0,52.3,-1.96,-0.09,581.61,31.37,6551.27,12.06,ENV_MOCK
X13,2018,19.0,24.0,68.84,2366.44,mock_data,3,2,2,19000000.0,24.0,-0.14,-0.57,226.51,25.47,4963.99,79.06,ENV_MOCK
X13,2019,7.48,20.25,37.88,4446.43,mock_data,2,2,2,7480000.0,20.25,0.67,-0.13,842.96,53.04,11546.26,11.46,ENV_MOCK
X13,2020,18.31,26.84,69.95,8895.5,mock_data,3,2,3,18310000.0,26.84,0.89,-0.17,759.65,46.92,10875.22,34.14,ENV_MOCK
X13,2021,15.16,75.88,35.82,8492.26,mock_data,3,3,3,15160000.0,75.88,-1.87,0.36,521.14,32.24,7878.98,88.85,ENV_MOCK
X13,2022,6.25,48.68,58.4,7017.22,mock_data,2,2,3,6250000.0,48.68,-1.88,-0.73,943.42,23.85,3794.9,78.22,ENV_MOCK
X13,2023,4.62,56.86,10.29,9332.97,mock_data,1,3,3,4620000.0,56.86,-1.2,-0.56,410.59,16.92,11474.81,27.91,ENV_MOCK
X14,2010,16.62,18.78,52.29,9351.29,mock_data,3,1,3,16620000.000000002,18.78,-0.06,-0.27,129.6,33.09,3049.99,99.03,ENV_MOCK
X14,2011,3.59,73.29,12.59,1862.55,mock_data,1,3,1,3590000.0,73.29,0.84,-0.54,897.88,22.53,14055.18,14.19,ENV_MOCK
X14,2012,16.9,78.87,43.96,6397.03,mock_data,3,3,3,16900000.0,78.87,-0.04,0.14,998.82,57.57,13227.18,85.3,ENV_MOCK
X14,2013,3.78,6.49,28.81,3468.14,mock_data,1,1,2,3780000.0,6.49,0.54,0.01,884.61,39.99,4445.36,89.01,ENV_MOCK
X14,2014,15.24,37.57,29.19,8561.8,mock_data,3,2,3,15240000.0,37.57,-1.47,-1.09,167.05,42.64,1406.03,15.3,ENV_MOCK
X14,2015,13.56,5.64,13.41,2681.39,mock_data,3,1,2,13560000.0,5.64,0.93,0.33,794.63,47.49,2021.7,59.39,ENV_MOCK
X14,2016,13.79,79.5,19.32,1841.23,mock_data,3,3,1,13790000.0,79.5,-1.81,-0.85,734.67,8.87,5349.69,72.19,ENV_MOCK
X14,2017,4.84,77.43,52.1,8108.67,mock_data,1,3,3,4840000.0,77.43,0.47,-1.05,252.76,5.21,7863.8,93.4,ENV_MOCK
X14,2018,11.77,9.73,40.38,1174.34,mock_data,3,1,1,11770000.0,9.73,-0.54,-0.96,467.24,10.02,10435.92,47.93,ENV_MOCK
X14,2019,9.56,78.18,20.26,2100.11,mock_data,2,3,2,9560000.0,78.18,-0.07,-0.05,942.95,54.17,10355.35,50.26,ENV_MOCK
X14,2020,9.12,20.18,53.16,8385.48,mock_data,2,2,3,9120000.0,20.18,-0.27,-0.89,368.63,37.74,8487.32,65.52,ENV_MOCK
X14,2021,11.12,61.76,28.81,9170.91,mock_data,3,3,3,11120000.0,61.76,-0.19,-0.54,857.48,45.44,1548.87,18.57,ENV_MOCK
X14,2022,14.67,75.92,61.58,3347.28,mock_data,3,3,2,14670000.0,75.92,0.82,-0.79,862.01,31.27,14424.3,38.08,ENV_MOCK
X14,2023,18.53,10.08,49.35,3207.76,mock_data,3,1,2,18530000.0,10.08,-0.68,-1.19,393.84,31.43,7153.39,27.58,ENV_MOCK
X15,2010,6.11,50.51,23.42,3381.55,mock_data,2,3,2,6110000.0,50.51,-0.73,0.21,842.0,12.24,3945.1,91.57,ENV_MOCK
X15,2011,17.95,60.89,36.71,9482.9,mock_data,3,3,3,17950000.0,60.89,0.17,-0.91,381.66,24.18,14150.57,32.15,ENV_MOCK
X15,2012,16.06,55.77,53.57,1593.44,mock_data,3,3,1,16059999.999999998,55.77,0.95,-0.49,474.48,10.01,12090.03,33.87,ENV_MOCK
X15,2013,5.73,12.34,65.91,1582.72,mock_data,2,1,1,5730000.0,12.34,-0.95,-1.05,829.23,19.97,10358.18,72.61,ENV_MOCK
X15,2014,6.14,19.57,61.16,5007.5,mock_data,2,1,3,6140000.0,19.57,-0.84,-0.55,266.68,29.38,4638.47,32.97,ENV_MOCK
X15,2015,17.72,77.07,26.84,7419.78,mock_data,3,3,3,17720000.0,77.07,-1.86,0.49,112.44,57.27,678.79,89.69,ENV_MOCK
X15,2016,9.32,42.92,33.75,8651.15,mock_data,2,2,3,9320000.0,42.92,-1.6,0.29,990.96,26.73,14149.49,66.05,ENV_MOCK
X15,2017,15.81,31.28,58.88,8421.74,mock_data,3,2,3,15810000.0,31.28,0.11,-1.41,956.38,37.87,14940.5,16.83,ENV_MOCK
X15,2018,13.9,43.82,12.28,2452.16,mock_data,3,2,2,13900000.0,43.82,0.96,-0.73,711.95,52.94,6152.35,84.33,ENV_MOCK
X15,2019,18.28,48.77,16.23,533.68,mock_data,3,2,1,18280000.0,48.77,-0.24,-0.21,628.13,59.66,1177.35,83.21,ENV_MOCK
X15,2020,11.06,29.46,56.33,9102.18,mock_data,3,2,3,11060000.0,29.46,-0.46,-1.47,878.04,54.37,12835.55,51.79,ENV_MOCK
X15,2021,3.0,45.24,48.63,6596.21,mock_data,1,2,3,3000000.0,45.24,-0.76,-0.03,904.57,59.49,4621.36,54.21,ENV_MOCK
X15,2022,8.12,5.19,69.29,1406.42,mock_data,2,1,1,8119999.999999999,5.19,0.98,-0.74,841.3,39.1,887.75,39.7,ENV_MOCK
X15,2023,3.99,50.99,11.9,8261.12,mock_data,1,3,3,3990000.0,50.99,0.25,-1.26,266.0,33.23,3291.93,8.89,ENV_MOCK
X16,2010,6.59,41.65,49.61,7719.72,mock_data,2,2,3,6590000.0,41.65,-0.58,-1.06,759.28,15.18,9765.46,8.99,ENV_MOCK
X16,2011,17.22,6.35,31.88,1405.48,mock_data,3,1,1,17220000.0,6.35,-1.3,-0.93,243.01,44.19,12393.04,8.74,ENV_MOCK
X16,2012,14.49,41.2,54.35,9883.41,mock_data,3,2,3,14490000.0,41.2,0.2,-0.4,180.1,52.25,13670.72,43.43,ENV_MOCK
X16,2013,15.4,36.48,51.34,4587.66,mock_data,3,2,2,15400000.0,36.48,-0.72,-0.59,446.44,29.4,4275.82,6.16,ENV_MOCK
X16,2014,11.56,56.42,43.63,3782.19,mock_data,3,3,2,11560000.0,56.42,-0.36,0.48,505.01,10.12,7869.14,83.91,ENV_MOCK
X16,2015,5.46,26.8,12.01,7485.41,mock_data,2,2,3,5460000.0,26.8,-1.8,-1.08,258.05,12.73,2302.74,23.93,ENV_MOCK
X16,2016,12.17,49.63,62.04,8789.48,mock_data,3,2,3,12170000.0,49.63,-0.62,-0.78,495.57,34.88,10872.96,80.58,ENV_MOCK
X16,2017,17.97,50.83,40.96,4571.61,mock_data,3,3,2,17970000.0,50.83,-0.86,0.24,775.45,21.95,4051.18,33.03,ENV_MOCK
X16,2018,10.23,48.0,57.92,4252.02,mock_data,3,2,2,10230000.0,48.0,-1.94,-1.07,495.16,38.49,3359.04,58.35,ENV_MOCK
X16,2019,5.39,69.73,20.9,8149.93,mock_data,2,3,3,5390000.0,69.73,0.62,-1.28,901.1,20.26,12914.15,42.74,ENV_MOCK
X16,2020,19.75,50.66,14.11,2987.0,mock_data,3,3,2,19750000.0,50.66,-1.57,-0.45,560.15,58.71,13089.41,60.12,ENV_MOCK
X16,2021,7.11,76.56,42.73,5936.82,mock_data,2,3,3,7110000.0,76.56,0.15,-1.4,111.61,14.52,11620.67,74.84,ENV_MOCK
X16,2022,17.77,18.69,29.8,795.56,mock_data,3,1,1,17770000.0,18.69,-0.14,0.17,874.86,26.41,5828.34,85.23,ENV_MOCK
X16,2023,3.86,5.46,26.94,613.02,mock_data,1,1,1,3860000.0,5.46,0.01,-1.43,416.66,38.42,10521.24,22.06,ENV_MOCK
X17,2010,10.57,18.53,53.41,3832.97,mock_data,3,1,2,10570000.0,18.53,-1.27,-1.13,360.38,22.68,10404.88,77.87,ENV_MOCK
X17,2011,10.94,24.68,50.71,9947.47,mock_data,3,2,3,10940000.0,24.68,-0.67,-0.22,486.12,25.77,13068.0,48.86,ENV_MOCK
X17,2012,18.48,28.64,15.38,7599.7,mock_data,3,2,3,18480000.0,28.64,0.84,-0.56,815.95,50.32,5438.81,6.82,ENV_MOCK
X17,2013,4.52,33.69,13.46,6810.57,mock_data,1,2,3,4520000.0,33.69,-0.36,0.09,824.38,57.2,8353.57,39.96,ENV_MOCK
X17,2014,15.4,32.1,54.06,4137.8,mock_data,3,2,2,15400000.0,32.1,-1.59,0.37,650.43,7.27,1347.32,73.06,ENV_MOCK
X17,2015,18.98,12.48,51.72,6337.89,mock_data,3,1,3,18980000.0,12.48,-1.58,0.27,162.58,42.13,4390.98,25.83,ENV_MOCK
X17,2016,6.72,56.3,15.31,5028.52,mock_data,2,3,3,6720000.0,56.3,-1.81,0.03,959.44,17.9,10223.4,98.23,ENV_MOCK
X17,2017,16.41,64.89,56.73,6312.07,mock_data,3,3,3,16410000.0,64.89,-1.11,0.29,533.74,50.44,8959.14,4.3,ENV_MOCK
X17,2018,0.8,14.47,54.89,1876.48,mock_data,1,1,1,800000.0,14.47,-1.1,-0.72,867.55,31.92,10579.19,58.02,ENV_MOCK
X17,2019,11.65,42.32,44.81,5783.62,mock_data,3,2,3,11650000.0,42.32,0.94,-0.37,543.16,37.94,4536.51,33.22,ENV_MOCK
X17,2020,1.04,54.71,18.1,8381.68,mock_data,1,3,3,1040000.0,54.71,-1.65,-0.84,509.13,37.09,10128.58,31.69,ENV_MOCK
X17,2021,4.76,78.75,34.0,5984.5,mock_data,1,3,3,4760000.0,78.75,0.41,-0.5,598.62,50.26,14620.48,6.92,ENV_MOCK
X17,2022,2.34,24.16,55.06,5691.63,mock_data,1,2,3,2340000.0,24.16,-1.72,0.45,709.61,39.32,9049.47,92.88,ENV_MOCK
X17,2023,1.1,55.05,50.59,2779.05,mock_data,1,3,2,1100000.0,55.05,-0.57,-0.54,315.32,59.35,7429.3,86.22,ENV_MOCK
X18,2010,17.98,6.62,25.19,8743.01,mock_data,3,1,3,17980000.0,6.62,-1.68,-0.25,967.53,16.93,5784.17,94.27,ENV_MOCK
X18,2011,9.43,37.29,56.43,1381.74,mock_data,2,2,1,9430000.0,37.29,0.0,0.06,495.52,58.21,9289.48,16.41,ENV_MOCK
X18,2012,4.24,25.0,61.77,541.56,mock_data,1,2,1,4240000.0,25.0,-1.15,-1.29,984.97,54.1,10435.3,86.2,ENV_MOCK
X18,2013,3.36,15.78,57.07,1668.58,mock_data,1,1,1,3360000.0,15.78,0.67,-1.03,786.06,34.93,4038.07,83.81,ENV_MOCK
X18,2014,1.09,16.49,36.14,8421.45,mock_data,1,1,3,1090000.0,16.49,-0.93,-0.82,833.49,13.49,12928.04,27.52,ENV_MOCK
X18,2015,6.88,35.44,55.16,9682.57,mock_data,2,2,3,6880000.0,35.44,-1.79,-0.73,876.2,42.39,2019.61,80.78,ENV_MOCK
X18,2016,19.3,43.46,65.9,7962.04,mock_data,3,2,3,19300000.0,43.46,-0.04,-1.34,952.98,58.95,522.41,15.5,ENV_MOCK
X18,2017,13.63,55.98,19.89,4591.08,mock_data,3,3,2,13630000.0,55.98,-0.52,-0.18,626.57,50.53,8258.02,31.53,ENV_MOCK
X18,2018,1.03,60.91,10.7,4019.42,mock_data,1,3,2,1030000.0,60.91,-0.21,-0.83,528.1,43.25,6627.33,22.39,ENV_MOCK
X18,2019,13.66,63.2,55.66,8002.05,mock_data,3,3,3,13660000.0,63.2,0.46,0.05,238.64,51.67,8730.01,87.75,ENV_MOCK
X18,2020,11.77,16.23,22.65,9840.44,mock_data,3,1,3,11770000.0,16.23,-1.9,-0.5,434.85,59.43,2826.84,91.72,ENV_MOCK
X18,2021,15.3,76.9,13.55,4277.91,mock_data,3,3,2,15300000.0,76.9,0.57,-0.97,371.93,42.84,10026.44,39.76,ENV_MOCK
X18,2022,18.93,77.97,42.17,6844.52,mock_data,3,3,3,18930000.0,77.97,-1.47,0.23,975.3,33.96,646.19,93.34,ENV_MOCK
X18,2023,13.25,52.06,62.34,1890.47,mock_data,3,3,1,13250000.0,52.06,-1.44,-0.35,553.16,33.24,3417.52,19.54,ENV_MOCK
X19,2010,14.42,39.45,67.59,4777.6,mock_data,3,2,2,14420000.0,39.45,-1.91,-1.02,181.2,46.58,4217.2,10.27,ENV_MOCK
X19,2011,7.2,37.07,56.92,3530.93,mock_data,2,2,2,7200000.0,37.07,0.55,0.48,290.39,44.68,10283.85,86.13,ENV_MOCK
X19,2012,12.53,46.09,49.4,5372.62,mock_data,3,2,3,12530000.0,46.09,-0.69,-0.48,147.95,53.98,7561.16,91.98,ENV_MOCK
X19,2013,7.22,9.56,27.9,3168.84,mock_data,2,1,2,7220000.0,9.56,1.0,-1.06,909.97,23.41,1675.33,62.43,ENV_MOCK
X19,2014,11.44,31.89,19.31,9127.16,mock_data,3,2,3,11440000.0,31.89,0.5,0.2,807.97,42.12,14866.35,77.76,ENV_MOCK
X19,2015,12.73,14.41,19.78,2457.2,mock_data,3,1,2,12730000.0,14.41,-0.21,-0.71,987.25,39.5,4513.66,31.15,ENV_MOCK
X19,2016,14.3,54.89,18.85,7732.01,mock_data,3,3,3,14300000.0,54.89,1.0,-0.46,389.51,25.4,12672.01,1.01,ENV_MOCK
X19,2017,4.28,68.26,21.03,1585.05,mock_data,1,3,1,4280000.0,68.26,-1.97,-0.8,645.04,53.11,5054.66,1.68,ENV_MOCK
X19,2018,1.27,74.98,25.53,6095.17,mock_data,1,3,3,1270000.0,74.98,-0.65,-0.6,869.78,24.46,4589.41,62.75,ENV_MOCK
X19,2019,11.49,69.97,55.31,3585.49,mock_data,3,3,2,11490000.0,69.97,0.92,-1.0,515.01,46.32,9302.46,4.34,ENV_MOCK
X19,2020,5.8,43.03,37.4,3042.66,mock_data,2,2,2,5800000.0,43.03,0.02,-0.48,922.19,10.3,9583.07,67.28,ENV_MOCK
X19,2021,3.97,47.62,57.29,3160.45,mock_data,1,2,2,3970000.0,47.62,0.11,-0.24,918.2,35.99,13321.19,78.21,ENV_MOCK
X19,2022,15.67,21.54,33.98,2736.49,mock_data,3,2,2,15670000.0,21.54,0.38,-1.19,917.33,10.6,14078.9,36.7,ENV_MOCK
X19,2023,18.19,56.14,15.58,1421.16,mock_data,3,3,1,18190000.0,56.14,0.43,-0.84,663.77,22.96,11091.41,90.33,ENV_MOCK
