country_code,year,gdp_growth,unemployment_rate,inflation_rate,trade_balance,foreign_direct_investment,gdp_per_capita,source,gdp_growth_filter,unemployment_rate_filter,inflation_rate_filter,average_gdp_growth,total_trade_balance,gdp_growth_rate_percentage,gdp_per_capita_growth,indicator_code,life_expectancy,maternal_mortality,healthcare_expenditure,infant_mortality,disease_burden,life_expectancy_filter,maternal_mortality_filter,healthcare_expenditure_filter,average_life_expectancy,total_healthcare_expenditure,under5_mortality_per_1k,maternal_mortality_ratio,physicians_per_1k,hospital_beds_per_10k,suicide_rate_per_100k,infant_mortality_rate,literacy_rate,enrollment_primary,enrollment_secondary,enrollment_tertiary,government_expenditure_pct_gdp,literacy_rate_filter,school_enrollment_rate,education_expenditure,education_expenditure_filter,average_literacy_rate,total_education_expenditure,teacher_student_ratio,teacher_student_ratio_metric,primary_completion_rate,gender_parity_in_education,school_enrollment_rate_filter,co2_emissions,renewable_energy_usage,forest_area_pct,energy_use_kg_oil_pc,co2_emissions_filter,renewable_energy_usage_filter,energy_use_filter,total_co2_emissions,renewable_energy_percentage,deforestation_rate,average_deforestation_rate,water_usage,pm25,electric_power_kwh_pc,freshwater_withdrawal_pct,population_total,population_growth,fertility_rate,age_dependency_ratio,gini_index,poverty_rate,homicide_rate,child_labor,stunting_rate,immunization_dpt,internet_usage,mobile_subscriptions,scientific_articles,patent_applications,research_expenditure,broadband_subscriptions,innovation_index,trade_percentage_of_gdp,ip_payments,high_tech_exports,trade_balance_goods,trade_balance_services,exports_of_goods_services
X15,2022,,,,,,,mock_data,,,,,,,,HLTH_MOCK,76.02,102.05,13.86,9.38,246.68,2.0,3.0,3.0,74.02,41.58,11.26,102.05,1.07,51.3,11.41,9.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X15,2023,,,,,,,mock_data,,,,,,,,HLTH_MOCK,78.56,277.48,7.46,10.96,111.4,2.0,3.0,2.0,76.56,22.38,13.15,277.48,3.2,36.45,20.07,10.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X16,2010,,,,,,,mock_data,,,,,,,,HLTH_MOCK,69.87,241.63,5.63,3.29,156.91,1.0,3.0,2.0,67.87,16.89,3.95,241.63,4.74,22.91,15.95,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X16,2011,,,,,,,mock_data,,,,,,,,HLTH_MOCK,76.56,147.29,6.7,11.13,271.2,2.0,3.0,2.0,74.56,20.1,13.36,147.29,3.29,44.85,19.96,11.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X16,2012,,,,,,,mock_data,,,,,,,,HLTH_MOCK,68.42,158.52,8.33,13.03,237.93,1.0,3.0,2.0,66.42,24.990000000000002,15.64,158.52,4.27,63.14,20.76,13.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X16,2013,,,,,,,mock_data,,,,,,,,HLTH_MOCK,78.92,216.77,2.26,4.53,121.73,2.0,3.0,1.0,76.92,6.779999999999999,5.44,216.77,2.26,10.53,13.87,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X16,2014,,,,,,,mock_data,,,,,,,,HLTH_MOCK,80.64,137.75,9.05,11.33,424.19,3.0,3.0,2.0,78.64,27.150000000000002,13.6,137.75,3.63,17.85,18.02,11.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X16,2015,,,,,,,mock_data,,,,,,,,HLTH_MOCK,76.43,113.19,10.65,10.22,482.74,2.0,3.0,3.0,74.43,31.950000000000003,12.26,113.19,3.19,38.44,15.5,10.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X16,2016,,,,,,,mock_data,,,,,,,,HLTH_MOCK,77.84,268.59,13.52,19.75,325.72,2.0,3.0,3.0,75.84,40.56,23.7,268.59,4.05,48.77,19.9,19.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X16,2017,,,,,,,mock_data,,,,,,,,HLTH_MOCK,64.99,26.65,8.05,33.59,139.95,1.0,2.0,2.0,62.989999999999995,24.150000000000002,40.31,26.65,4.99,22.37,19.17,33.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X16,2018,,,,,,,mock_data,,,,,,,,HLTH_MOCK,75.78,109.39,14.92,13.32,486.21,2.0,3.0,3.0,73.78,44.76,15.98,109.39,0.91,36.06,19.77,13.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X16,2019,,,,,,,mock_data,,,,,,,,HLTH_MOCK,74.34,152.97,16.2,1.8,355.89,2.0,3.0,3.0,72.34,48.599999999999994,2.16,152.97,3.53,21.4,4.12,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X16,2020,,,,,,,mock_data,,,,,,,,HLTH_MOCK,73.39,76.35,12.76,27.74,287.7,2.0,2.0,3.0,71.39,38.28,33.29,76.35,2.09,40.7,20.01,27.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X16,2021,,,,,,,mock_data,,,,,,,,HLTH_MOCK,65.68,132.78,3.26,9.44,258.31,1.0,3.0,1.0,63.68000000000001,9.78,11.33,132.78,1.3,53.86,3.27,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X16,2022,,,,,,,mock_data,,,,,,,,HLTH_MOCK,81.59,283.31,4.36,13.69,112.33,3.0,3.0,1.0,79.59,13.080000000000002,16.43,283.31,4.82,43.41,18.43,13.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X16,2023,,,,,,,mock_data,,,,,,,,HLTH_MOCK,62.94,32.36,17.44,5.76,241.56,1.0,2.0,3.0,60.94,52.32000000000001,6.91,32.36,0.62,66.4,19.37,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2010,,,,,,,mock_data,,,,,,,,HLTH_MOCK,60.87,210.72,8.63,30.79,144.71,1.0,3.0,2.0,58.87,25.89,36.95,210.72,4.49,54.17,7.65,30.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2011,,,,,,,mock_data,,,,,,,,HLTH_MOCK,66.1,47.37,2.2,14.7,251.98,1.0,2.0,1.0,64.1,6.6000000000000005,17.64,47.37,0.99,33.83,6.58,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2012,,,,,,,mock_data,,,,,,,,HLTH_MOCK,60.33,119.35,10.4,6.28,386.22,1.0,3.0,3.0,58.33,31.200000000000003,7.54,119.35,3.68,58.02,22.35,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2013,,,,,,,mock_data,,,,,,,,HLTH_MOCK,64.96,236.66,16.84,14.03,160.98,1.0,3.0,3.0,62.959999999999994,50.519999999999996,16.84,236.66,4.27,68.53,17.71,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2014,,,,,,,mock_data,,,,,,,,HLTH_MOCK,73.87,271.76,8.88,27.06,190.4,2.0,3.0,2.0,71.87,26.64,32.47,271.76,1.08,78.26,12.33,27.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2015,,,,,,,mock_data,,,,,,,,HLTH_MOCK,66.89,277.68,10.49,28.22,430.39,1.0,3.0,3.0,64.89,31.47,33.86,277.68,0.98,24.36,8.48,28.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2016,,,,,,,mock_data,,,,,,,,HLTH_MOCK,80.04,258.97,13.35,26.18,473.32,3.0,3.0,3.0,78.04,40.05,31.42,258.97,3.95,33.85,8.23,26.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2017,,,,,,,mock_data,,,,,,,,HLTH_MOCK,66.4,247.71,8.69,5.13,319.22,1.0,3.0,2.0,64.4,26.07,6.16,247.71,2.16,40.08,11.55,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2018,,,,,,,mock_data,,,,,,,,HLTH_MOCK,61.25,242.24,3.3,30.55,327.77,1.0,3.0,1.0,59.25,9.899999999999999,36.66,242.24,1.64,78.44,8.87,30.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2019,,,,,,,mock_data,,,,,,,,HLTH_MOCK,61.63,176.65,10.9,6.03,281.56,1.0,3.0,3.0,59.63,32.7,7.24,176.65,1.39,79.55,10.35,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2020,,,,,,,mock_data,,,,,,,,HLTH_MOCK,66.87,6.01,6.47,6.14,395.33,1.0,1.0,2.0,64.87,19.41,7.37,6.01,2.03,29.41,7.99,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2021,,,,,,,mock_data,,,,,,,,HLTH_MOCK,74.04,168.92,8.97,12.22,139.17,2.0,3.0,2.0,72.04,26.910000000000004,14.66,168.92,1.64,24.65,17.62,12.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2022,,,,,,,mock_data,,,,,,,,HLTH_MOCK,84.37,166.9,12.66,34.61,478.88,3.0,3.0,3.0,82.37,37.980000000000004,41.53,166.9,1.53,16.29,8.88,34.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,2023,,,,,,,mock_data,,,,,,,,HLTH_MOCK,71.58,133.43,10.03,17.09,239.66,2.0,3.0,3.0,69.58,30.089999999999996,20.51,133.43,2.98,62.05,9.4,17.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2010,,,,,,,mock_data,,,,,,,,HLTH_MOCK,76.98,182.58,4.26,6.33,115.08,2.0,3.0,1.0,74.98,12.78,7.6,182.58,4.61,72.85,4.34,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2011,,,,,,,mock_data,,,,,,,,HLTH_MOCK,60.41,251.8,8.05,6.23,338.93,1.0,3.0,2.0,58.41,24.150000000000002,7.48,251.8,3.41,67.81,22.41,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2012,,,,,,,mock_data,,,,,,,,HLTH_MOCK,78.98,45.57,17.58,31.23,129.73,2.0,2.0,3.0,76.98,52.739999999999995,37.48,45.57,3.17,61.25,17.95,31.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2013,,,,,,,mock_data,,,,,,,,HLTH_MOCK,83.3,233.24,16.54,15.56,106.57,3.0,3.0,3.0,81.3,49.62,18.67,233.24,4.4,52.35,21.87,15.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2014,,,,,,,mock_data,,,,,,,,HLTH_MOCK,69.28,26.15,2.94,36.29,346.49,1.0,2.0,1.0,67.28,8.82,43.55,26.15,3.98,56.12,3.46,36.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2015,,,,,,,mock_data,,,,,,,,HLTH_MOCK,80.07,39.42,5.17,17.17,137.87,3.0,2.0,2.0,78.07,15.51,20.6,39.42,3.91,53.48,8.51,17.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2016,,,,,,,mock_data,,,,,,,,HLTH_MOCK,73.42,97.88,2.51,32.45,479.28,2.0,2.0,1.0,71.42,7.529999999999999,38.94,97.88,2.46,39.62,22.23,32.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2017,,,,,,,mock_data,,,,,,,,HLTH_MOCK,64.58,201.63,11.9,24.54,359.31,1.0,3.0,3.0,62.58,35.7,29.45,201.63,4.26,15.34,10.18,24.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2018,,,,,,,mock_data,,,,,,,,HLTH_MOCK,78.16,202.17,17.22,2.71,390.47,2.0,3.0,3.0,76.16,51.66,3.25,202.17,1.44,67.53,21.23,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2019,,,,,,,mock_data,,,,,,,,HLTH_MOCK,66.27,280.5,5.52,2.74,272.81,1.0,3.0,2.0,64.27,16.56,3.29,280.5,2.7,72.2,20.54,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2020,,,,,,,mock_data,,,,,,,,HLTH_MOCK,67.75,184.02,11.84,30.53,325.87,1.0,3.0,3.0,65.75,35.519999999999996,36.64,184.02,3.89,45.98,20.53,30.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2021,,,,,,,mock_data,,,,,,,,HLTH_MOCK,83.4,225.1,14.09,35.69,261.7,3.0,3.0,3.0,81.4,42.269999999999996,42.83,225.1,3.57,77.77,19.49,35.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2022,,,,,,,mock_data,,,,,,,,HLTH_MOCK,65.66,14.93,6.83,24.89,374.65,1.0,1.0,2.0,63.66,20.490000000000002,29.87,14.93,3.69,66.05,11.21,24.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,2023,,,,,,,mock_data,,,,,,,,HLTH_MOCK,68.13,93.71,10.94,6.44,334.48,1.0,2.0,3.0,66.13,32.82,7.73,93.71,3.19,57.53,13.7,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2010,,,,,,,mock_data,,,,,,,,HLTH_MOCK,82.63,85.64,4.08,19.58,367.28,3.0,2.0,1.0,80.63,12.24,23.5,85.64,3.9,62.51,6.75,19.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2011,,,,,,,mock_data,,,,,,,,HLTH_MOCK,82.46,182.78,7.06,7.93,403.85,3.0,3.0,2.0,80.46,21.18,9.52,182.78,2.75,73.31,10.73,7.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2012,,,,,,,mock_data,,,,,,,,HLTH_MOCK,67.31,204.6,13.99,36.54,157.52,1.0,3.0,3.0,65.31,41.97,43.85,204.6,4.72,77.68,3.1,36.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2013,,,,,,,mock_data,,,,,,,,HLTH_MOCK,65.67,269.56,5.81,8.65,382.86,1.0,3.0,2.0,63.67,17.43,10.38,269.56,1.62,21.69,12.79,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2014,,,,,,,mock_data,,,,,,,,HLTH_MOCK,63.2,19.32,11.85,5.56,398.1,1.0,1.0,3.0,61.2,35.55,6.67,19.32,1.76,62.71,17.05,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2015,,,,,,,mock_data,,,,,,,,HLTH_MOCK,61.32,299.37,13.69,39.38,303.07,1.0,3.0,3.0,59.32,41.07,47.26,299.37,4.31,77.86,7.03,39.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2016,,,,,,,mock_data,,,,,,,,HLTH_MOCK,78.45,230.83,15.71,16.06,264.53,2.0,3.0,3.0,76.45,47.13,19.27,230.83,0.53,21.94,16.32,16.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2017,,,,,,,mock_data,,,,,,,,HLTH_MOCK,63.73,283.98,13.11,2.74,255.25,1.0,3.0,3.0,61.73,39.33,3.29,283.98,0.5,57.6,4.35,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2018,,,,,,,mock_data,,,,,,,,HLTH_MOCK,64.02,76.78,3.79,29.8,494.78,1.0,2.0,1.0,62.019999999999996,11.370000000000001,35.76,76.78,1.95,75.2,23.93,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2019,,,,,,,mock_data,,,,,,,,HLTH_MOCK,77.06,117.03,2.94,31.52,127.59,2.0,3.0,1.0,75.06,8.82,37.82,117.03,3.41,10.8,6.48,31.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2020,,,,,,,mock_data,,,,,,,,HLTH_MOCK,66.53,158.41,10.22,12.73,427.84,1.0,3.0,3.0,64.53,30.660000000000004,15.28,158.41,3.2,47.41,9.09,12.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2021,,,,,,,mock_data,,,,,,,,HLTH_MOCK,81.58,30.19,2.42,20.18,288.42,3.0,2.0,1.0,79.58,7.26,24.22,30.19,4.46,30.99,12.54,20.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2022,,,,,,,mock_data,,,,,,,,HLTH_MOCK,79.15,108.88,10.13,26.9,347.58,2.0,3.0,3.0,77.15,30.39,32.28,108.88,0.87,51.43,7.31,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2023,,,,,,,mock_data,,,,,,,,HLTH_MOCK,78.33,261.04,13.92,31.87,305.6,2.0,3.0,3.0,76.33,41.76,38.24,261.04,4.83,38.49,3.74,31.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2010,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,95.51,87.09,76.69,23.6,3.78,3.0,81.89,3.78,1.0,90.7345,37.8,20.63,0.028,84.13,0.93,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2011,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,76.16,93.97,73.95,22.39,4.28,2.0,83.96000000000001,4.28,2.0,72.35199999999999,42.800000000000004,17.03,0.085,86.58,0.96,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2012,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,98.34,99.98,41.23,38.46,4.9,3.0,70.605,4.9,2.0,93.423,49.0,24.73,0.043,62.72,0.96,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2013,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,91.31,81.85,72.98,45.76,6.85,3.0,77.41499999999999,6.85,3.0,86.7445,68.5,29.16,0.027,82.73,0.76,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2014,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,96.44,82.1,91.81,45.02,2.52,3.0,86.955,2.52,1.0,91.618,25.2,23.44,0.043,84.85,0.78,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2015,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,84.92,95.92,48.89,22.93,7.0,2.0,72.405,7.0,3.0,80.67399999999999,70.0,15.43,0.084,60.78,0.91,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2016,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,98.07,99.88,45.0,32.23,6.8,3.0,72.44,6.8,3.0,93.16649999999998,68.0,16.48,0.032,76.93,0.85,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2017,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,89.37,84.85,58.39,47.21,4.15,2.0,71.62,4.15,2.0,84.9015,41.5,30.18,0.072,61.73,0.88,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2018,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,83.44,94.38,72.54,32.67,6.84,2.0,83.46000000000001,6.84,3.0,79.268,68.4,27.69,0.033,62.13,0.97,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2019,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,71.28,88.37,96.95,88.44,4.11,1.0,92.66,4.11,2.0,67.716,41.1,39.3,0.073,79.72,0.89,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2020,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,89.89,87.79,97.28,67.64,4.1,2.0,92.535,4.1,2.0,85.3955,41.0,27.5,0.071,87.67,0.76,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2021,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,87.97,83.13,84.51,42.18,5.3,2.0,83.82,5.3,2.0,83.5715,53.0,26.65,0.054,64.63,0.98,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2022,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,75.42,86.15,82.43,31.57,6.37,2.0,84.29,6.37,3.0,71.649,63.7,24.14,0.051,84.49,0.96,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2023,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,92.32,98.57,56.98,61.39,3.03,3.0,77.77499999999999,3.03,1.0,87.704,30.299999999999997,22.25,0.056,89.35,0.89,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2010,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,84.98,92.91,63.66,35.8,6.37,2.0,78.285,6.37,3.0,80.731,63.7,19.13,0.029,95.86,0.85,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2011,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,95.29,95.12,60.72,35.6,2.4,3.0,77.92,2.4,1.0,90.52550000000001,24.0,31.15,0.094,60.53,0.83,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2012,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,98.9,99.56,93.99,70.06,2.31,3.0,96.775,2.31,1.0,93.955,23.1,27.2,0.07,60.3,0.97,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2013,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,76.23,90.74,56.33,71.01,2.03,2.0,73.535,2.03,1.0,72.4185,20.299999999999997,19.65,0.071,77.23,0.92,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2014,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,75.11,98.27,81.49,78.12,3.8,2.0,89.88,3.8,1.0,71.3545,38.0,24.25,0.086,71.41,0.83,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2015,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,79.81,92.63,49.48,76.67,2.78,2.0,71.05499999999999,2.78,1.0,75.8195,27.799999999999997,25.85,0.075,98.09,0.81,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2016,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,90.28,93.47,52.73,65.64,2.1,3.0,73.1,2.1,1.0,85.76599999999999,21.0,22.01,0.068,88.32,0.83,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2017,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,84.78,87.74,74.85,52.66,5.58,2.0,81.29499999999999,5.58,2.0,80.541,55.8,36.02,0.037,90.33,0.93,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2018,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,91.38,87.4,96.01,38.19,6.79,3.0,91.70500000000001,6.79,3.0,86.81099999999999,67.9,14.44,0.055,62.0,0.89,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2019,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,83.31,97.1,54.1,40.32,7.98,2.0,75.6,7.98,3.0,79.1445,79.80000000000001,14.39,0.038,91.21,0.95,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2020,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,81.15,81.81,72.36,86.55,5.44,2.0,77.08500000000001,5.44,2.0,77.0925,54.400000000000006,27.37,0.072,80.74,1.07,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2021,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,95.2,96.31,62.23,74.89,3.59,3.0,79.27,3.59,1.0,90.44,35.9,25.82,0.091,84.76,0.83,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2022,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,70.47,99.03,71.68,39.35,3.37,1.0,85.355,3.37,1.0,66.9465,33.7,30.19,0.098,67.27,1.04,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
